Number,Date,Hour,Store,Sales,Total,Card
5739,2012-01-01,13:34,Spokane,Books,18.03,Amex
5740,2012-01-01,13:34,Corpus Christi,Men's Clothing,125.61,Discover
5741,2012-01-01,13:34,Portland,Pet Supplies,278.2,MasterCard
5742,2012-01-01,13:34,Colorado Springs,Crafts,464.76,MasterCard
5743,2012-01-01,13:34,Philadelphia,CDs,444.26,Visa
5744,2012-01-01,13:34,Spokane,Pet Supplies,460.34,Discover
5745,2012-01-01,13:34,Pittsburgh,DVDs,214.43,MasterCard
5746,2012-01-01,13:34,Cleveland,Music,273.29,Cash
5747,2012-01-01,13:34,Lincoln,Health and Beauty,22.26,MasterCard
5748,2012-01-01,13:34,Chicago,Women's Clothing,79.37,Amex
5749,2012-01-01,13:34,Omaha,Pet Supplies,258.61,Discover
5750,2012-01-01,13:34,Cleveland,Pet Supplies,13.84,Amex
5751,2012-01-01,13:34,Gilbert,Pet Supplies,41.48,MasterCard
5752,2012-01-01,13:34,Arlington,Pet Supplies,122.79,Cash
5753,2012-01-01,13:35,Chandler,Consumer Electronics,498.73,Visa
5754,2012-01-01,13:35,Orlando,CDs,221.09,Amex
5755,2012-01-01,13:35,Miami,Consumer Electronics,180.52,Visa
5756,2012-01-01,13:35,Irving,Pet Supplies,173.87,Cash
5757,2012-01-01,13:35,Jersey City,Children's Clothing,333.15,Amex
5758,2012-01-01,13:35,Richmond,Computers,458.75,MasterCard
5759,2012-01-01,13:35,Toledo,Garden,7.79,Cash
5760,2012-01-01,13:35,Chula Vista,Pet Supplies,424.49,Discover
5761,2012-01-01,13:35,Riverside,Toys,176.63,Discover
5762,2012-01-01,13:35,Portland,Garden,467.01,Visa
5763,2012-01-01,13:35,Lexington,Books,172.45,Amex
5764,2012-01-01,13:35,San Francisco,Women's Clothing,173.97,Discover
5765,2012-01-01,13:35,Santa Ana,Baby,257.48,Cash
5766,2012-01-01,13:35,Seattle,Consumer Electronics,457.08,Cash
5767,2012-01-01,13:35,Raleigh,CDs,162.39,Visa
5768,2012-01-01,13:35,Garland,DVDs,187.25,MasterCard
5769,2012-01-01,13:35,Tampa,Toys,441.5,Cash
5770,2012-01-01,13:35,Gilbert,Baby,373.28,Cash
5771,2012-01-01,13:35,Baltimore,Computers,132.37,Visa
5772,2012-01-01,13:35,Fort Worth,Video Games,61.69,Amex
5773,2012-01-01,13:35,Cincinnati,DVDs,65.95,MasterCard
5774,2012-01-01,13:35,Winston–Salem,Cameras,471.49,Discover
5775,2012-01-01,13:36,Mesa,Sporting Goods,354.65,Cash
5776,2012-01-01,13:36,Sacramento,Health and Beauty,234.47,MasterCard
5777,2012-01-01,13:36,San Diego,Books,125.37,Amex
5778,2012-01-01,13:36,Newark,DVDs,71.29,Discover
5779,2012-01-01,13:36,Fort Wayne,CDs,471.69,Cash
5780,2012-01-01,13:36,St. Louis,Crafts,224.69,MasterCard
5781,2012-01-01,13:36,St. Petersburg,Music,66.53,Amex
5782,2012-01-01,13:36,St. Petersburg,Men's Clothing,297.61,MasterCard
5783,2012-01-01,13:36,Riverside,Computers,189.74,Amex
5784,2012-01-01,13:36,Lincoln,Cameras,449.65,Discover
5785,2012-01-01,13:36,Washington,Garden,147.88,Discover
5786,2012-01-01,13:36,Cleveland,Consumer Electronics,359.8,Discover
5787,2012-01-01,13:36,San Antonio,Sporting Goods,68.45,Visa
5788,2012-01-01,13:36,Gilbert,Men's Clothing,28.87,Amex
5789,2012-01-01,13:36,New Orleans,Computers,9.52,Discover
5790,2012-01-01,13:36,Saint Paul,Consumer Electronics,37.31,MasterCard
5791,2012-01-01,13:36,Pittsburgh,Books,188.8,Discover
5792,2012-01-01,13:36,Tulsa,Men's Clothing,219.94,Cash
5793,2012-01-01,13:36,North Las Vegas,Cameras,142.36,Amex
5794,2012-01-01,13:36,Bakersfield,Children's Clothing,488.51,Cash
5795,2012-01-01,13:36,Plano,Consumer Electronics,358.19,Cash
5796,2012-01-01,13:36,Jersey City,Toys,372.4,Discover
5797,2012-01-01,13:36,Corpus Christi,Consumer Electronics,337.01,Amex
5798,2012-01-01,13:36,Orlando,Garden,209.65,MasterCard
5799,2012-01-01,13:37,Glendale,Video Games,470.16,Discover
5800,2012-01-01,13:37,Phoenix,Books,37.96,MasterCard
5801,2012-01-01,13:37,Chesapeake,Consumer Electronics,477.22,Cash
5802,2012-01-01,13:37,San Bernardino,Crafts,315.85,Discover
5803,2012-01-01,13:37,Indianapolis,Consumer Electronics,267.56,Amex
5804,2012-01-01,13:37,North Las Vegas,Men's Clothing,208.72,Amex
5805,2012-01-01,13:37,Jacksonville,Health and Beauty,482.07,Visa
5806,2012-01-01,13:37,Wichita,Garden,137.28,Cash
5807,2012-01-01,13:37,Indianapolis,Books,228.61,Visa
5808,2012-01-01,13:37,Scottsdale,Health and Beauty,447.06,MasterCard
5809,2012-01-01,13:37,Seattle,Toys,9.12,Cash
5810,2012-01-01,13:37,Glendale,Crafts,317.01,Cash
5811,2012-01-01,13:37,Orlando,Baby,302.1,Visa
5812,2012-01-01,13:37,Durham,DVDs,239.73,Cash
5813,2012-01-01,13:37,Durham,Toys,253.55,MasterCard
5814,2012-01-01,13:37,Santa Ana,Sporting Goods,121.87,Visa
5815,2012-01-01,13:37,Oakland,Men's Clothing,44.06,Discover
5816,2012-01-01,13:37,Fort Worth,CDs,412.63,Visa
5817,2012-01-01,13:37,Houston,CDs,493.72,Amex
5818,2012-01-01,13:37,Tucson,DVDs,138.01,Discover
5819,2012-01-01,13:37,Columbus,Consumer Electronics,79.67,Cash
5820,2012-01-01,13:37,Raleigh,Crafts,401.2,Discover
5821,2012-01-01,13:38,Fort Wayne,Books,218.92,Visa
5822,2012-01-01,13:38,Boston,DVDs,254.15,Cash
5823,2012-01-01,13:38,Cincinnati,Baby,187.7,Amex
5824,2012-01-01,13:38,Anchorage,Pet Supplies,151.98,Visa
5825,2012-01-01,13:38,Albuquerque,Women's Clothing,192.32,Amex
5826,2012-01-01,13:38,Corpus Christi,Books,490.73,Cash
5827,2012-01-01,13:38,Riverside,Consumer Electronics,113.14,MasterCard
5828,2012-01-01,13:38,Santa Ana,DVDs,181.17,Discover
5829,2012-01-01,13:38,San Diego,Women's Clothing,85.53,Amex
5830,2012-01-01,13:38,Newark,Children's Clothing,391.1,Visa
5831,2012-01-01,13:38,Aurora,DVDs,225.64,Discover
5832,2012-01-01,13:38,Miami,Computers,176.84,Discover
5833,2012-01-01,13:38,Milwaukee,CDs,438.01,Visa
5834,2012-01-01,13:38,Rochester,Music,259.11,Amex
5835,2012-01-01,13:38,St. Louis,Women's Clothing,34.81,MasterCard
5836,2012-01-01,13:38,Los Angeles,Garden,108.61,Visa
5837,2012-01-01,13:38,Virginia Beach,Books,80.05,Amex
5838,2012-01-01,13:38,Phoenix,Consumer Electronics,59.58,Visa
5839,2012-01-01,13:38,San Francisco,Crafts,354.9,MasterCard
5840,2012-01-01,13:38,Newark,Men's Clothing,352.72,Amex
5841,2012-01-01,13:38,Winston–Salem,Consumer Electronics,163.49,Amex
5842,2012-01-01,13:38,Hialeah,Music,341.82,Discover
5843,2012-01-01,13:38,Durham,Books,383.67,Amex
5844,2012-01-01,13:39,Colorado Springs,CDs,376.22,Discover
5845,2012-01-01,13:39,St. Petersburg,Toys,302.15,Discover
5846,2012-01-01,13:39,Pittsburgh,Men's Clothing,154.82,MasterCard
5847,2012-01-01,13:39,Chula Vista,Pet Supplies,482.97,MasterCard
5848,2012-01-01,13:39,Henderson,Cameras,93.58,Cash
5849,2012-01-01,13:39,Scottsdale,Computers,106.92,Visa
5850,2012-01-01,13:39,Anchorage,Video Games,467,Amex
5851,2012-01-01,13:39,Irvine,Pet Supplies,147.6,Amex
5852,2012-01-01,13:39,Chula Vista,Music,134.87,Cash
5853,2012-01-01,13:39,Richmond,Computers,360.69,Discover
5854,2012-01-01,13:39,Fresno,Garden,52.02,MasterCard
5855,2012-01-01,13:39,Richmond,Children's Clothing,120.38,Cash
5856,2012-01-01,13:39,Irving,Garden,430.34,Discover
5857,2012-01-01,13:39,Louisville,Consumer Electronics,363.89,Discover
5858,2012-01-01,13:39,Fort Worth,CDs,186.5,MasterCard
5859,2012-01-01,13:39,Riverside,Books,358.59,Cash
5860,2012-01-01,13:39,Colorado Springs,Books,252.6,Discover
5861,2012-01-01,13:39,Bakersfield,DVDs,200.41,Cash
5862,2012-01-01,13:39,Spokane,Video Games,326.5,MasterCard
5863,2012-01-01,13:39,Spokane,Health and Beauty,247.44,Cash
5864,2012-01-01,13:39,Tulsa,Women's Clothing,398.66,Amex
5865,2012-01-01,13:39,Winston–Salem,Video Games,347.22,Visa
5866,2012-01-01,13:39,Fremont,Health and Beauty,43.84,MasterCard
5867,2012-01-01,13:39,Rochester,Computers,62.07,Amex
5868,2012-01-01,13:40,Santa Ana,Music,151.96,Cash
5869,2012-01-01,13:40,Scottsdale,Music,60.81,Amex
5870,2012-01-01,13:40,Irvine,Women's Clothing,116.23,Visa
5871,2012-01-01,13:40,Chandler,Sporting Goods,173.97,Visa
5872,2012-01-01,13:40,Baton Rouge,Men's Clothing,447.52,Cash
5873,2012-01-01,13:40,Cincinnati,CDs,490.79,MasterCard
5874,2012-01-01,13:40,Baton Rouge,DVDs,376.2,MasterCard
5875,2012-01-01,13:40,Scottsdale,Toys,195.04,Amex
5876,2012-01-01,13:40,Omaha,Cameras,191.6,Cash
5877,2012-01-01,13:40,Irving,Pet Supplies,78.73,Amex
5878,2012-01-01,13:40,Kansas City,Consumer Electronics,54.54,Amex
5879,2012-01-01,13:40,Tucson,Women's Clothing,471.22,Visa
5880,2012-01-01,13:40,North Las Vegas,Sporting Goods,338.54,Cash
5881,2012-01-01,13:40,Seattle,Garden,426.5,Cash
5882,2012-01-01,13:40,San Jose,Books,333,Discover
5883,2012-01-01,13:40,Laredo,Men's Clothing,337.13,Cash
5884,2012-01-01,13:40,Jersey City,Men's Clothing,428.21,Discover
5885,2012-01-01,13:40,Pittsburgh,Garden,197.42,Discover
5886,2012-01-01,13:41,Lexington,Computers,304.65,Amex
5887,2012-01-01,13:41,Birmingham,Computers,447.12,Cash
5888,2012-01-01,13:41,Gilbert,Baby,260.31,Amex
5889,2012-01-01,13:41,Miami,Garden,372.98,MasterCard
5890,2012-01-01,13:41,Fort Worth,DVDs,323.93,Visa
5891,2012-01-01,13:41,Rochester,Men's Clothing,167.5,Amex
5892,2012-01-01,13:41,Buffalo,Baby,267.38,MasterCard
5893,2012-01-01,13:41,Denver,Video Games,138.02,Amex
5894,2012-01-01,13:41,Wichita,Children's Clothing,323.87,Cash
5895,2012-01-01,13:41,Madison,Books,375.55,MasterCard
5896,2012-01-01,13:41,Henderson,Crafts,254.95,Amex
5897,2012-01-01,13:41,Lexington,Books,314.32,Cash
5898,2012-01-01,13:41,Oklahoma City,Cameras,34.78,Visa
5899,2012-01-01,13:41,Boise,DVDs,70.79,Cash
5900,2012-01-01,13:41,Greensboro,Men's Clothing,482.18,Discover
5901,2012-01-01,13:41,Pittsburgh,Music,65.45,Cash
5902,2012-01-01,13:41,Scottsdale,Consumer Electronics,28.67,MasterCard
5903,2012-01-01,13:41,Las Vegas,Computers,313.11,Visa
5904,2012-01-01,13:41,Chicago,DVDs,78.43,Cash
5905,2012-01-01,13:41,Newark,Health and Beauty,215.79,Discover
5906,2012-01-01,13:41,Durham,Music,152.45,Amex
5907,2012-01-01,13:41,Boise,Toys,253.93,MasterCard
5908,2012-01-01,13:41,New York,Video Games,47.34,Visa
5909,2012-01-01,13:42,Birmingham,Sporting Goods,273.63,Cash
5910,2012-01-01,13:42,Philadelphia,Pet Supplies,410.5,Discover
5911,2012-01-01,13:42,Las Vegas,Garden,242.69,Visa
5912,2012-01-01,13:42,Portland,Sporting Goods,198.65,Cash
5913,2012-01-01,13:42,Baton Rouge,Garden,209.92,MasterCard
5914,2012-01-01,13:42,Santa Ana,CDs,237.94,Visa
5915,2012-01-01,13:42,Santa Ana,DVDs,147.78,Amex
5916,2012-01-01,13:42,Columbus,Garden,295.15,Visa
5917,2012-01-01,13:42,San Diego,Computers,82.86,Amex
5918,2012-01-01,13:42,Houston,CDs,185.93,Discover
5919,2012-01-01,13:42,Tulsa,Toys,12.02,Visa
5920,2012-01-01,13:42,Boise,Women's Clothing,286.73,Amex
5921,2012-01-01,13:42,Irving,Health and Beauty,474.92,Cash
5922,2012-01-01,13:42,Indianapolis,Women's Clothing,17.89,Discover
5923,2012-01-01,13:42,Aurora,Baby,255.44,Amex
5924,2012-01-01,13:42,Houston,Baby,53.37,Amex
5925,2012-01-01,13:42,Lexington,Pet Supplies,211.79,Discover
5926,2012-01-01,13:42,Norfolk,Pet Supplies,344.11,MasterCard
5927,2012-01-01,13:42,Arlington,Books,242.84,MasterCard
5928,2012-01-01,13:42,Colorado Springs,Cameras,205.96,MasterCard
5929,2012-01-01,13:42,Denver,Children's Clothing,158,Visa
5930,2012-01-01,13:42,Houston,Toys,45.36,Visa
5931,2012-01-01,13:43,Virginia Beach,Music,138.72,Amex
5932,2012-01-01,13:43,Bakersfield,Garden,99.09,Amex
5933,2012-01-01,13:43,Minneapolis,Baby,20.61,Discover
5934,2012-01-01,13:43,Riverside,Toys,406.95,Cash
5935,2012-01-01,13:43,Mesa,Pet Supplies,166.07,MasterCard
5936,2012-01-01,13:43,Irving,Computers,292.22,Amex
5937,2012-01-01,13:43,Saint Paul,Baby,45.82,MasterCard
5938,2012-01-01,13:43,Jacksonville,Crafts,156.31,Cash
5939,2012-01-01,13:43,Philadelphia,Sporting Goods,257.65,Visa
5940,2012-01-01,13:43,Honolulu,Crafts,271.98,Amex
5941,2012-01-01,13:43,Cincinnati,Women's Clothing,72.41,Visa
5942,2012-01-01,13:43,Hialeah,Toys,352.45,Amex
5943,2012-01-01,13:43,Henderson,Video Games,373.85,MasterCard
5944,2012-01-01,13:43,Fort Wayne,Health and Beauty,456.61,MasterCard
5945,2012-01-01,13:43,Henderson,Garden,396.5,Amex
5946,2012-01-01,13:43,Fort Wayne,Pet Supplies,371.54,Discover
5947,2012-01-01,13:43,Oakland,Video Games,455.78,Cash
5948,2012-01-01,13:43,Fremont,Video Games,162.82,Cash
5949,2012-01-01,13:43,Columbus,Cameras,0.45,Visa
5950,2012-01-01,13:43,Dallas,Crafts,228.64,Amex
5951,2012-01-01,13:43,Chicago,Music,365.62,MasterCard
5952,2012-01-01,13:44,Tucson,Toys,370.33,MasterCard
5953,2012-01-01,13:44,Las Vegas,Video Games,238.04,Discover
5954,2012-01-01,13:44,Las Vegas,Consumer Electronics,323.78,Discover
5955,2012-01-01,13:44,North Las Vegas,Health and Beauty,103.05,Cash
5956,2012-01-01,13:44,Sacramento,DVDs,333.29,Amex
5957,2012-01-01,13:44,Rochester,Health and Beauty,340.24,Visa
5958,2012-01-01,13:44,Philadelphia,Women's Clothing,285.77,Cash
5959,2012-01-01,13:44,Orlando,Books,407.66,Discover
5960,2012-01-01,13:44,Long Beach,Cameras,98.9,Amex
5961,2012-01-01,13:44,Tucson,Music,167.55,Discover
5962,2012-01-01,13:44,New Orleans,DVDs,310.24,Amex
5963,2012-01-01,13:44,Oklahoma City,Toys,490.18,Amex
5964,2012-01-01,13:44,Atlanta,DVDs,38.07,Discover
5965,2012-01-01,13:44,San Bernardino,Women's Clothing,1.27,Amex
5966,2012-01-01,13:44,Chandler,Health and Beauty,205.56,Discover
5967,2012-01-01,13:44,Durham,Toys,71.18,Amex
5968,2012-01-01,13:44,Detroit,Baby,138.23,Amex
5969,2012-01-01,13:44,Boston,Consumer Electronics,233,Amex
5970,2012-01-01,13:44,Orlando,Books,404.86,MasterCard
5971,2012-01-01,13:44,San Antonio,Video Games,328.19,Amex
5972,2012-01-01,13:44,Boston,Toys,249.6,MasterCard
5973,2012-01-01,13:45,Chesapeake,Cameras,442.66,Visa
5974,2012-01-01,13:45,Irvine,Crafts,318.57,Visa
5975,2012-01-01,13:45,Orlando,Toys,248.75,Cash
5976,2012-01-01,13:45,Albuquerque,Music,142.52,Cash
5977,2012-01-01,13:45,Austin,Children's Clothing,176.42,MasterCard
5978,2012-01-01,13:45,Lincoln,Computers,103.56,Cash
5979,2012-01-01,13:45,Phoenix,Health and Beauty,271.4,Visa
5980,2012-01-01,13:45,Louisville,Cameras,262.41,Visa
5981,2012-01-01,13:45,Tucson,CDs,227.8,Visa
5982,2012-01-01,13:45,Louisville,Men's Clothing,32.31,Amex
5983,2012-01-01,13:45,Lincoln,Baby,215.15,Visa
5984,2012-01-01,13:45,Irving,Cameras,125.33,MasterCard
5985,2012-01-01,13:45,Fort Wayne,Books,77.89,Cash
5986,2012-01-01,13:45,Fort Worth,Sporting Goods,230.78,Visa
5987,2012-01-01,13:45,Irvine,Women's Clothing,310.78,Amex
5988,2012-01-01,13:45,Bakersfield,Health and Beauty,378.81,Visa
5989,2012-01-01,13:45,Memphis,Crafts,441.9,MasterCard
5990,2012-01-01,13:45,Jersey City,Cameras,442.33,Visa
5991,2012-01-01,13:45,Milwaukee,Music,253.45,Discover
5992,2012-01-01,13:45,Atlanta,Computers,73.06,Visa
5993,2012-01-01,13:45,Memphis,Video Games,126.05,Discover
5994,2012-01-01,13:46,Oklahoma City,Books,229.3,Amex
5995,2012-01-01,13:46,Lubbock,Pet Supplies,226.17,Visa
5996,2012-01-01,13:46,Atlanta,Music,62.72,Cash
5997,2012-01-01,13:46,Jacksonville,DVDs,147.52,Visa
5998,2012-01-01,13:46,Jersey City,Children's Clothing,404.11,Amex
5999,2012-01-01,13:46,Philadelphia,Consumer Electronics,324.32,Amex
6000,2012-01-01,13:46,Arlington,Men's Clothing,235.27,Cash
6001,2012-01-01,13:46,Raleigh,Computers,293.83,Visa
6002,2012-01-01,13:46,Mesa,CDs,167.8,MasterCard
6003,2012-01-01,13:46,Chesapeake,Children's Clothing,372.59,Amex
6004,2012-01-01,13:46,Fremont,Consumer Electronics,181.11,Cash
6005,2012-01-01,13:46,Colorado Springs,Computers,403.99,Visa
6006,2012-01-01,13:46,Jacksonville,Health and Beauty,236.94,Visa
6007,2012-01-01,13:46,Milwaukee,Baby,457.57,Cash
6008,2012-01-01,13:46,Chula Vista,Baby,277.13,Visa
6009,2012-01-01,13:46,Denver,Books,449.4,Visa
6010,2012-01-01,13:46,Durham,Women's Clothing,211.32,Discover
6011,2012-01-01,13:46,New Orleans,Books,482.05,Discover
6012,2012-01-01,13:46,Scottsdale,Baby,62.14,MasterCard
6013,2012-01-01,13:46,Phoenix,CDs,172.78,Cash
6014,2012-01-01,13:46,Chicago,Health and Beauty,282.42,MasterCard
6015,2012-01-01,13:46,Raleigh,Sporting Goods,321.07,MasterCard
6016,2012-01-01,13:47,Glendale,Pet Supplies,232.21,Discover
6017,2012-01-01,13:47,Milwaukee,Cameras,70.74,Discover
6018,2012-01-01,13:47,Denver,Sporting Goods,352.56,MasterCard
6019,2012-01-01,13:47,Durham,Health and Beauty,385.17,Amex
6020,2012-01-01,13:47,Charlotte,Sporting Goods,494.55,Visa
6021,2012-01-01,13:47,Kansas City,Computers,196.68,Visa
6022,2012-01-01,13:47,Cleveland,Men's Clothing,222,Discover
6023,2012-01-01,13:47,Detroit,DVDs,444.6,Amex
6024,2012-01-01,13:47,Spokane,Pet Supplies,277.9,Visa
6025,2012-01-01,13:47,Durham,DVDs,159.88,Cash
6026,2012-01-01,13:47,Durham,DVDs,84.1,Visa
6027,2012-01-01,13:47,Seattle,Consumer Electronics,52.46,Visa
6028,2012-01-01,13:47,Madison,Men's Clothing,99.23,Cash
6029,2012-01-01,13:47,Chandler,DVDs,241.35,Amex
6030,2012-01-01,13:47,Tampa,Computers,294.88,Cash
6031,2012-01-01,13:47,Fort Worth,Cameras,373.23,Discover
6032,2012-01-01,13:47,Irvine,Video Games,361.09,Amex
6033,2012-01-01,13:47,Buffalo,Video Games,384.83,MasterCard
6034,2012-01-01,13:47,Reno,Sporting Goods,363.15,MasterCard
6035,2012-01-01,13:47,Gilbert,CDs,265.47,Amex
6036,2012-01-01,13:47,San Francisco,Children's Clothing,363.01,Cash
6037,2012-01-01,13:47,Norfolk,Consumer Electronics,212.49,Visa
6038,2012-01-01,13:47,Jacksonville,Books,22.43,Discover
6039,2012-01-01,13:47,Corpus Christi,Video Games,143.07,Discover
6040,2012-01-01,13:48,Santa Ana,CDs,225.39,Cash
6041,2012-01-01,13:48,Baltimore,Health and Beauty,427.38,Cash
6042,2012-01-01,13:48,San Antonio,Pet Supplies,463.35,Amex
6043,2012-01-01,13:48,Sacramento,Health and Beauty,95.34,Visa
6044,2012-01-01,13:48,Newark,Toys,281.01,Visa
6045,2012-01-01,13:48,Memphis,Computers,90.49,Cash
6046,2012-01-01,13:48,Chula Vista,Health and Beauty,181.24,MasterCard
6047,2012-01-01,13:48,Santa Ana,Toys,21.26,MasterCard
6048,2012-01-01,13:48,San Diego,Music,140.57,Visa
6049,2012-01-01,13:48,Buffalo,Crafts,447.03,Cash
6050,2012-01-01,13:48,Fresno,DVDs,197.05,Amex
6051,2012-01-01,13:48,Cincinnati,Sporting Goods,147.45,Cash
6052,2012-01-01,13:48,New Orleans,Sporting Goods,325.71,Amex
6053,2012-01-01,13:48,San Antonio,DVDs,121.61,Cash
6054,2012-01-01,13:48,Henderson,Computers,244.98,Amex
6055,2012-01-01,13:48,Dallas,Crafts,314.35,Visa
6056,2012-01-01,13:48,Las Vegas,Men's Clothing,247.46,Discover
6057,2012-01-01,13:48,Virginia Beach,DVDs,373.55,Cash
6058,2012-01-01,13:48,Laredo,Men's Clothing,464.06,MasterCard
6059,2012-01-01,13:48,Austin,Health and Beauty,354.59,Cash
6060,2012-01-01,13:48,San Diego,Health and Beauty,229.31,Cash
6061,2012-01-01,13:48,Rochester,DVDs,408.14,MasterCard
6062,2012-01-01,13:49,Milwaukee,Sporting Goods,367.41,Amex
6063,2012-01-01,13:49,Chicago,Sporting Goods,148.68,Visa
6064,2012-01-01,13:49,Oklahoma City,Video Games,336.88,Visa
6065,2012-01-01,13:49,Chandler,Children's Clothing,379.57,Cash
6066,2012-01-01,13:49,Tucson,Consumer Electronics,270.73,MasterCard
6067,2012-01-01,13:49,Memphis,Pet Supplies,311.5,Amex
6068,2012-01-01,13:49,Birmingham,Garden,226.56,Discover
6069,2012-01-01,13:49,Phoenix,Video Games,161.55,Visa
6070,2012-01-01,13:49,Boston,Health and Beauty,29.3,Discover
6071,2012-01-01,13:49,Wichita,Books,94.37,Visa
6072,2012-01-01,13:49,San Jose,Garden,330.82,MasterCard
6073,2012-01-01,13:49,Honolulu,Health and Beauty,49.07,Discover
6074,2012-01-01,13:49,Los Angeles,Pet Supplies,28.78,Cash
6075,2012-01-01,13:49,Tucson,Crafts,84.21,Cash
6076,2012-01-01,13:49,Saint Paul,Toys,43.27,Visa
6077,2012-01-01,13:49,Chandler,Computers,34.42,Discover
6078,2012-01-01,13:49,Rochester,Music,283.85,Discover
6079,2012-01-01,13:49,Jersey City,CDs,18.12,Discover
6080,2012-01-01,13:49,Aurora,DVDs,475.01,MasterCard
6081,2012-01-01,13:49,Garland,Consumer Electronics,384.59,Cash
6082,2012-01-01,13:49,Santa Ana,Toys,32.91,Amex
6083,2012-01-01,13:50,Fresno,Garden,173,Discover
6084,2012-01-01,13:50,Henderson,Garden,132.08,MasterCard
6085,2012-01-01,13:50,Houston,Pet Supplies,198.14,MasterCard
6086,2012-01-01,13:50,Lubbock,CDs,234.9,Cash
6087,2012-01-01,13:50,Birmingham,Women's Clothing,62.23,Amex
6088,2012-01-01,13:50,Saint Paul,Men's Clothing,444.47,Discover
6089,2012-01-01,13:50,Tucson,Garden,252.99,Discover
6090,2012-01-01,13:50,Seattle,Pet Supplies,225.67,Cash
6091,2012-01-01,13:50,Richmond,Books,383.09,Visa
6092,2012-01-01,13:50,Madison,Video Games,184.37,Visa
6093,2012-01-01,13:50,Chandler,Health and Beauty,389.24,Amex
6094,2012-01-01,13:50,Miami,Health and Beauty,238.31,Cash
6095,2012-01-01,13:50,Plano,Computers,333.82,Amex
6096,2012-01-01,13:50,Philadelphia,Baby,371.71,MasterCard
6097,2012-01-01,13:50,Corpus Christi,Men's Clothing,440.66,Discover
6098,2012-01-01,13:50,Lincoln,Computers,270.29,Discover
6099,2012-01-01,13:50,Buffalo,Computers,188.18,MasterCard
6100,2012-01-01,13:50,Irving,DVDs,423.4,Visa
6101,2012-01-01,13:50,Long Beach,Toys,26.91,Visa
6102,2012-01-01,13:51,Corpus Christi,Video Games,218.62,MasterCard
6103,2012-01-01,13:51,Virginia Beach,Toys,331.76,Visa
6104,2012-01-01,13:51,Spokane,Garden,439.75,Visa
6105,2012-01-01,13:51,Chula Vista,Children's Clothing,62.12,Cash
6106,2012-01-01,13:51,North Las Vegas,Baby,383.83,Visa
6107,2012-01-01,13:51,Oklahoma City,Garden,248.4,Visa
6108,2012-01-01,13:51,Irving,Cameras,376.79,MasterCard
6109,2012-01-01,13:51,Portland,Women's Clothing,163.46,Discover
6110,2012-01-01,13:51,Bakersfield,Women's Clothing,5.56,Discover
6111,2012-01-01,13:51,Irvine,Computers,144.9,Cash
6112,2012-01-01,13:51,Baltimore,Pet Supplies,96.8,Discover
6113,2012-01-01,13:51,Toledo,Computers,195.73,Amex
6114,2012-01-01,13:51,Boise,Women's Clothing,227.25,Cash
6115,2012-01-01,13:51,Chandler,Children's Clothing,299.45,Visa
6116,2012-01-01,13:51,Chicago,Computers,418.85,Visa
6117,2012-01-01,13:51,Virginia Beach,Consumer Electronics,196.08,Amex
6118,2012-01-01,13:51,St. Louis,Music,121.5,Cash
6119,2012-01-01,13:51,Philadelphia,Baby,246.43,Amex
6120,2012-01-01,13:52,Sacramento,Health and Beauty,371.35,Cash
6121,2012-01-01,13:52,Winston–Salem,Books,363.13,Amex
6122,2012-01-01,13:52,Oakland,Books,21.76,MasterCard
6123,2012-01-01,13:52,Riverside,Women's Clothing,47.33,MasterCard
6124,2012-01-01,13:52,Greensboro,Music,415.91,Visa
6125,2012-01-01,13:52,Baton Rouge,Health and Beauty,206.7,Cash
6126,2012-01-01,13:52,Fort Wayne,Toys,483.61,Cash
6127,2012-01-01,13:52,Washington,DVDs,7.85,Discover
6128,2012-01-01,13:52,Dallas,Cameras,441.45,Amex
6129,2012-01-01,13:52,Newark,Video Games,252.85,MasterCard
6130,2012-01-01,13:52,Boston,Children's Clothing,120.81,Cash
6131,2012-01-01,13:52,Milwaukee,Toys,349.84,Cash
6132,2012-01-01,13:52,Atlanta,Garden,62.32,Visa
